source_id,screen_id,name,source_type,requirement_refs,status,required_states,artifact_path,notes
"HASH-089","模型路由、主备与人工降级","model-routing","EXPLICIT","FR-072;AC-072;SCR-050","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/model-routing.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-090","模型评估、影子、灰度与隔离","model-evaluation","EXPLICIT","FR-073;AC-073;SCR-051","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/model-evaluation.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-091","Agent 目录与定义编辑器","agent-catalog","EXPLICIT","FR-074;AC-074;SCR-052","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/agent-catalog.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-092","Agent 受控运行","agent","EXPLICIT","FR-075;AC-075;SCR-053","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/agent.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-093","Agent 上下文与记忆策略","agent-context","EXPLICIT","FR-076;AC-076;SCR-054","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/agent-context.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-094","Tool 目录、风险与审批策略","tool-catalog","EXPLICIT","FR-077;AC-077;SCR-055","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/tool-catalog.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-095","Skill 目录与定义编辑器","skill-catalog","EXPLICIT","FR-078;AC-078;SCR-056","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/skill-catalog.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-096","Agent、Skill 与 Tool 组合画布","agent-compose","EXPLICIT","FR-079;AC-079;SCR-057","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/agent-compose.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-097","Agent 与 Skill 评估发布中心","agent-evals","EXPLICIT","FR-080;AC-080;SCR-058","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/agent-evals.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-098","AI 运行、预算与事件中心","aiops","EXPLICIT","FR-030;AC-030;SCR-059;FR-081;AC-081","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/aiops.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-099","路径知识库","knowledge-center","EXPLICIT","Prototype SPEC v0.13","PLANNED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-100","知识图谱","pathway-graph","EXPLICIT","Prototype SPEC v0.13","PLANNED","default;loading;empty;error;permission;offline;conflict;blocked;success;recovery","","通用；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-101","审核队列","pathway-review","EXPLICIT","Prototype SPEC v0.13","PLANNED","default;loading;empty;error;permission;offline;conflict;blocked;success;recovery","","通用；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-102","版本历史","pathway-versions","EXPLICIT","Prototype SPEC v0.13","PLANNED","default;loading;empty;error;permission;offline;conflict;blocked;success;recovery","","通用；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-103","流程与状态设计器","workflow","EXPLICIT","FR-063;AC-063;SCR-041","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/workflow.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-104","机构能力包与继承解析","capability-pack","EXPLICIT","FR-062;AC-062;SCR-040","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/capability-pack.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-105","科室适配与上线门禁","specialty-coverage","EXPLICIT","FR-093;AC-093;SCR-073;FR-125;AC-125;SCR-103","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/specialty-coverage.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-106","表单与病历模板设计器","form-designer","EXPLICIT","FR-064;AC-064;SCR-042","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/form-designer.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-107","规则、时限与提示中心","rule-center","EXPLICIT","FR-056;AC-056;SCR-043;FR-065;AC-065","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/rule-center.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-108","角色、职责与数据范围设计","scope-designer","EXPLICIT","FR-066;AC-066;SCR-044","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/scope-designer.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-109","配置差异、验证、审批与发布","config-release","EXPLICIT","FR-068;AC-068;SCR-046","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/config-release.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-110","配置包与产品升级冲突中心","config-upgrade","EXPLICIT","FR-069;AC-069;SCR-047","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/config-upgrade.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-111","安装向导与首次健康检查","install","EXPLICIT","FR-025;AC-025;SCR-060","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/install.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-112","备份、恢复与完整性报告","backup","EXPLICIT","FR-026;AC-026;SCR-061","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/backup.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-113","生产运行、灾备与停机续运","operations","EXPLICIT","FR-057;AC-057;SCR-062;FR-058;AC-058","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/operations.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-114","Release 门禁与制品发布","release-gates","EXPLICIT","FR-028;AC-028;SCR-063","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/release-gates.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-115","开源指标、文档与贡献入口","opensource","EXPLICIT","FR-027;AC-027;SCR-064;FR-029;AC-029","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/opensource.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-116","系统管理工作台","admin","EXPLICIT","FR-108;AC-108;SCR-091","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-117","组织机构与工作单元","admin-org","EXPLICIT","FR-001;AC-001;SCR-007;FR-109;AC-109;SCR-092","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-org.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-118","用户、人员与账户管理","admin-users","EXPLICIT","FR-002;AC-002;SCR-007;FR-110;AC-110;SCR-093","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-users.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-119","角色、工作组与职责分离","admin-roles","EXPLICIT","FR-111;AC-111;SCR-094","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-roles.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-120","权限策略与访问模拟","admin-permissions","EXPLICIT","FR-003;AC-003;SCR-008;FR-112;AC-112;SCR-095","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-permissions.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-121","认证与账户安全策略","admin-auth","EXPLICIT","FR-113;AC-113;SCR-096","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-auth.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-122","字典、术语与值集中心","admin-dictionaries","EXPLICIT","FR-008;AC-008;SCR-009;FR-114;AC-114;SCR-097","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-dictionaries.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-123","医院主数据管理","admin-master-data","EXPLICIT","FR-024;AC-024;SCR-009;FR-115;AC-115;SCR-098","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-master-data.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-124","模板、编号与输出管理","admin-templates","EXPLICIT","FR-116;AC-116;SCR-099","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-templates.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-125","系统参数与功能开关","admin-parameters","EXPLICIT","FR-117;AC-117;SCR-100","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-parameters.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-126","通知、调度与批量任务","admin-jobs","EXPLICIT","FR-118;AC-118;SCR-101","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-jobs.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-127","管理审计与权限复核","admin-audit","EXPLICIT","FR-017;AC-017;SCR-010;FR-119;AC-119;SCR-102","VERIFIED","default;loading;empty;partial;stale;permission;timeout;conflict;approval;publishing;failed;rollback;success","screens/admin-audit.png","治理与管理；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-128","核心专科工作台","specialty-center","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/specialty-center.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-129","妇产科工作台","obgyn-workbench","EXPLICIT","FR-129;AC-129;SCR-106–109/SCR-146–148","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-130","妇产科专科病历","obgyn-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-131","妇产科检查、设备与来源证据","obgyn-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-132","妇产科诊疗执行中心","obgyn-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-133","妇产科关键诊疗流程","obgyn-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-134","妇产科随访、转诊与交接","obgyn-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-135","妇产科质控与安全","obgyn-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/obgyn-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-136","生殖医学工作台","reproductive-workbench","EXPLICIT","FR-130;AC-130;SCR-110–113/SCR-149–151","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-137","生殖医学专科病历","reproductive-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-138","生殖医学检查、设备与来源证据","reproductive-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-139","生殖医学诊疗执行中心","reproductive-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-140","生殖医学关键诊疗流程","reproductive-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-141","生殖医学随访、转诊与交接","reproductive-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-142","生殖医学质控与安全","reproductive-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/reproductive-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-143","儿科工作台","pediatrics-workbench","EXPLICIT","FR-131;AC-131;SCR-114–117/SCR-152–154","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-144","儿科专科病历","pediatrics-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-145","儿科检查、设备与来源证据","pediatrics-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-146","儿科诊疗执行中心","pediatrics-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-147","儿科关键诊疗流程","pediatrics-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-148","儿科随访、转诊与交接","pediatrics-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-149","儿科质控与安全","pediatrics-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/pediatrics-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-150","新生儿科工作台","neonatal-workbench","EXPLICIT","FR-132;AC-132;SCR-118–121/SCR-155–157","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-151","新生儿科专科病历","neonatal-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-152","新生儿科检查、设备与来源证据","neonatal-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-153","新生儿科诊疗执行中心","neonatal-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-154","新生儿科关键诊疗流程","neonatal-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-155","新生儿科随访、转诊与交接","neonatal-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-156","新生儿科质控与安全","neonatal-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/neonatal-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-157","精神心理科工作台","mental-workbench","EXPLICIT","FR-133;AC-133;SCR-122–125/SCR-158–160","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-158","精神心理科专科病历","mental-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-159","精神心理科检查、设备与来源证据","mental-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-160","精神心理科诊疗执行中心","mental-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-161","精神心理科关键诊疗流程","mental-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-162","精神心理科随访、转诊与交接","mental-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-163","精神心理科质控与安全","mental-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/mental-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-164","眼科工作台","ophthalmology-workbench","EXPLICIT","FR-134;AC-134;SCR-126–129/SCR-161–163","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-165","眼科专科病历","ophthalmology-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-166","眼科检查、设备与来源证据","ophthalmology-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-167","眼科诊疗执行中心","ophthalmology-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-168","眼科关键诊疗流程","ophthalmology-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-169","眼科随访、转诊与交接","ophthalmology-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-170","眼科质控与安全","ophthalmology-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ophthalmology-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-171","耳鼻咽喉科工作台","ent-workbench","EXPLICIT","FR-135;AC-135;SCR-130–133/SCR-164–166","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-172","耳鼻咽喉科专科病历","ent-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-173","耳鼻咽喉科检查、设备与来源证据","ent-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-174","耳鼻咽喉科诊疗执行中心","ent-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-175","耳鼻咽喉科关键诊疗流程","ent-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-176","耳鼻咽喉科随访、转诊与交接","ent-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-177","耳鼻咽喉科质控与安全","ent-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/ent-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
